dataset,pair,virus,reference,n_differing_drivers,driver_positions_mature,distinct_blocks,n_replicate_rows,class
vhid_HA1,BI/17938/69 vs NL/330/85,BI/17938/69,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/17938/69 vs PH/2/82,BI/17938/69,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/17938/69 vs VI/7/87,BI/17938/69,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21438/71 vs BE/353/89,BI/21438/71,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21438/71 vs CO/2/86,BI/21438/71,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21438/71 vs LE/360/86,BI/21438/71,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21438/71 vs NL/330/85,BI/21438/71,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21438/71 vs PH/2/82,BI/21438/71,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21438/71 vs ST/10/85,BI/21438/71,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21438/71 vs VI/7/87,BI/21438/71,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21793/72 vs LY/1149/91,BI/21793/72,LY/1149/91,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21793/72 vs NL/330/85,BI/21793/72,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21793/72 vs NL/450/88,BI/21793/72,NL/450/88,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21793/72 vs PH/2/82,BI/21793/72,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21793/72 vs ST/10/85,BI/21793/72,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21793/72 vs VI/2/90,BI/21793/72,VI/2/90,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21793/72 vs WE/4/85,BI/21793/72,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21801/71 vs BE/353/89,BI/21801/71,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21801/71 vs CO/2/86,BI/21801/71,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21801/71 vs LE/360/86,BI/21801/71,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21801/71 vs NL/330/85,BI/21801/71,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21801/71 vs PH/2/82,BI/21801/71,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21801/71 vs ST/10/85,BI/21801/71,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/21801/71 vs VI/7/87,BI/21801/71,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23290/72 vs BE/353/89,BI/23290/72,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23290/72 vs CO/2/86,BI/23290/72,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23290/72 vs ST/10/85,BI/23290/72,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23290/72 vs VI/7/87,BI/23290/72,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23290/72 vs WE/4/85,BI/23290/72,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23337/72 vs BE/353/89,BI/23337/72,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23337/72 vs CO/2/86,BI/23337/72,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23337/72 vs ST/10/85,BI/23337/72,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23337/72 vs VI/7/87,BI/23337/72,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/23337/72 vs WE/4/85,BI/23337/72,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2668/70 vs BE/353/89,BI/2668/70,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2668/70 vs CO/2/86,BI/2668/70,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2668/70 vs LE/360/86,BI/2668/70,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2668/70 vs NL/330/85,BI/2668/70,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2668/70 vs PH/2/82,BI/2668/70,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2668/70 vs VI/7/87,BI/2668/70,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2813/75 vs LY/1149/91,BI/2813/75,LY/1149/91,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2813/75 vs NL/330/85,BI/2813/75,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2813/75 vs NL/450/88,BI/2813/75,NL/450/88,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2813/75 vs ST/10/85,BI/2813/75,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/2813/75 vs VI/2/90,BI/2813/75,VI/2/90,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/3517/73 vs BE/353/89,BI/3517/73,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/3517/73 vs CO/2/86,BI/3517/73,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/3517/73 vs NL/330/85,BI/3517/73,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/3517/73 vs PH/2/82,BI/3517/73,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/3517/73 vs ST/10/85,BI/3517/73,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/3517/73 vs VI/7/87,BI/3517/73,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/3517/73 vs WE/4/85,BI/3517/73,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/3895/77 vs BE/353/89,BI/3895/77,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/3895/77 vs VI/7/87,BI/3895/77,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5029/76 vs BE/353/89,BI/5029/76,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5029/76 vs VI/7/87,BI/5029/76,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5146/74 vs NL/330/85,BI/5146/74,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5146/74 vs PH/2/82,BI/5146/74,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5146/74 vs WE/4/85,BI/5146/74,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/552/73 vs BE/353/89,BI/552/73,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/552/73 vs CO/2/86,BI/552/73,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/552/73 vs ST/10/85,BI/552/73,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/552/73 vs VI/7/87,BI/552/73,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/552/73 vs WE/4/85,BI/552/73,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5657/76 vs BE/353/89,BI/5657/76,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5657/76 vs VI/7/87,BI/5657/76,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5930/74 vs LY/1149/91,BI/5930/74,LY/1149/91,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5930/74 vs NL/330/85,BI/5930/74,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5930/74 vs NL/450/88,BI/5930/74,NL/450/88,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5930/74 vs ST/10/85,BI/5930/74,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5930/74 vs VI/2/90,BI/5930/74,VI/2/90,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5931/74 vs LE/360/86,BI/5931/74,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5931/74 vs NL/330/85,BI/5931/74,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5931/74 vs PH/2/82,BI/5931/74,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/5931/74 vs WE/4/85,BI/5931/74,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6022/72 vs BE/353/89,BI/6022/72,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6022/72 vs CO/2/86,BI/6022/72,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6022/72 vs LE/360/86,BI/6022/72,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6022/72 vs NL/330/85,BI/6022/72,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6022/72 vs PH/2/82,BI/6022/72,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6022/72 vs ST/10/85,BI/6022/72,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6022/72 vs VI/7/87,BI/6022/72,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6449/71 vs BE/353/89,BI/6449/71,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6449/71 vs CO/2/86,BI/6449/71,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6449/71 vs LE/360/86,BI/6449/71,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6449/71 vs NL/330/85,BI/6449/71,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6449/71 vs PH/2/82,BI/6449/71,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6449/71 vs ST/10/85,BI/6449/71,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6449/71 vs VI/7/87,BI/6449/71,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6449/71 vs WE/4/85,BI/6449/71,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6545/76 vs BE/353/89,BI/6545/76,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/6545/76 vs VI/7/87,BI/6545/76,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/748/73 vs BE/353/89,BI/748/73,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/748/73 vs CO/2/86,BI/748/73,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/748/73 vs LE/360/86,BI/748/73,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/748/73 vs NL/330/85,BI/748/73,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/748/73 vs PH/2/82,BI/748/73,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/748/73 vs ST/10/85,BI/748/73,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/748/73 vs VI/7/87,BI/748/73,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/748/73 vs WE/4/85,BI/748/73,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/808/69 vs LE/360/86,BI/808/69,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/908/69 vs BE/353/89,BI/908/69,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/908/69 vs CO/2/86,BI/908/69,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/908/69 vs LE/360/86,BI/908/69,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/908/69 vs VI/7/87,BI/908/69,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/93/70 vs BE/353/89,BI/93/70,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/93/70 vs CO/2/86,BI/93/70,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/93/70 vs LE/360/86,BI/93/70,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/93/70 vs NL/330/85,BI/93/70,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/93/70 vs PH/2/82,BI/93/70,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/93/70 vs VI/7/87,BI/93/70,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/9459/74 vs BE/353/89,BI/9459/74,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/9459/74 vs CO/2/86,BI/9459/74,CO/2/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/9459/74 vs NL/330/85,BI/9459/74,NL/330/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/9459/74 vs PH/2/82,BI/9459/74,PH/2/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/9459/74 vs ST/10/85,BI/9459/74,ST/10/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/9459/74 vs VI/7/87,BI/9459/74,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,BI/9459/74 vs WE/4/85,BI/9459/74,WE/4/85,4,144;156;158;189,4,1,multi-block
vhid_HA1,CO/2/86 vs BI/21793/72,CO/2/86,BI/21793/72,4,144;156;158;189,4,1,multi-block
vhid_HA1,CO/2/86 vs BI/5930/74,CO/2/86,BI/5930/74,4,144;156;158;189,4,1,multi-block
vhid_HA1,CO/2/86 vs HK/1/68,CO/2/86,HK/1/68,4,144;156;158;189,4,1,multi-block
vhid_HA1,GU/54/89 vs PC/1/73,GU/54/89,PC/1/73,4,144;156;158;189,4,1,multi-block
vhid_HA1,HK/1/68 vs AU/10/97,HK/1/68,AU/10/97,4,144;156;158;189,4,1,multi-block
vhid_HA1,HK/1/68 vs LE/360/86,HK/1/68,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,HK/1/68 vs SH/11/87,HK/1/68,SH/11/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,LE/360/86 vs PC/1/73,LE/360/86,PC/1/73,4,144;156;158;189,4,1,multi-block
vhid_HA1,LY/1149/91 vs AM/1609/77,LY/1149/91,AM/1609/77,4,144;156;158;189,4,1,multi-block
vhid_HA1,LY/1149/91 vs BI/21793/72,LY/1149/91,BI/21793/72,4,144;156;158;189,4,1,multi-block
vhid_HA1,LY/1149/91 vs BI/5930/74,LY/1149/91,BI/5930/74,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/1/95 vs NL/209/80,NL/1/95,NL/209/80,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/1/95 vs NL/233/82,NL/1/95,NL/233/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/1/95 vs NL/241/82,NL/1/95,NL/241/82,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/1/95 vs RD/577/80,NL/1/95,RD/577/80,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/209/80 vs HK/1/68,NL/209/80,HK/1/68,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/209/80 vs NL/1/95,NL/209/80,NL/1/95,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/233/82 vs NL/1/95,NL/233/82,NL/1/95,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/241/82 vs NL/1/95,NL/241/82,NL/1/95,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/300/97 vs BE/353/89,NL/300/97,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/300/97 vs HK/1/68,NL/300/97,HK/1/68,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/300/97 vs PC/1/73,NL/300/97,PC/1/73,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/300/97 vs SI/2/87,NL/300/97,SI/2/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/330/85 vs BI/21793/72,NL/330/85,BI/21793/72,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/330/85 vs BI/5930/74,NL/330/85,BI/5930/74,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/414/98 vs HK/1/68,NL/414/98,HK/1/68,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/414/98 vs PC/1/73,NL/414/98,PC/1/73,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/427/98 vs HK/1/68,NL/427/98,HK/1/68,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/427/98 vs PC/1/73,NL/427/98,PC/1/73,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/427/98 vs SI/2/87,NL/427/98,SI/2/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/450/88 vs AM/1609/77,NL/450/88,AM/1609/77,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/450/88 vs BI/21793/72,NL/450/88,BI/21793/72,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/450/88 vs BI/5930/74,NL/450/88,BI/5930/74,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/620/89 vs AM/1609/77,NL/620/89,AM/1609/77,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/620/89 vs BI/21793/72,NL/620/89,BI/21793/72,4,144;156;158;189,4,1,multi-block
vhid_HA1,NL/620/89 vs BI/5930/74,NL/620/89,BI/5930/74,4,144;156;158;189,4,1,multi-block
vhid_HA1,PC/1/73 vs AU/10/97,PC/1/73,AU/10/97,4,144;156;158;189,4,1,multi-block
vhid_HA1,PC/1/73 vs GU/54/89,PC/1/73,GU/54/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,PC/1/73 vs LE/360/86,PC/1/73,LE/360/86,4,144;156;158;189,4,1,multi-block
vhid_HA1,PC/1/73 vs SH/11/87,PC/1/73,SH/11/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,PH/2/82 vs AU/10/97,PH/2/82,AU/10/97,4,144;156;158;189,4,1,multi-block
vhid_HA1,PH/2/82 vs HK/1/68,PH/2/82,HK/1/68,4,144;156;158;189,4,1,multi-block
vhid_HA1,PH/2/82 vs NL/1/95,PH/2/82,NL/1/95,4,144;156;158;189,4,1,multi-block
vhid_HA1,PH/2/82 vs PC/1/73,PH/2/82,PC/1/73,4,144;156;158;189,4,1,multi-block
vhid_HA1,RD/577/80 vs HK/1/68,RD/577/80,HK/1/68,4,144;156;158;189,4,1,multi-block
vhid_HA1,RD/577/80 vs NL/1/95,RD/577/80,NL/1/95,4,144;156;158;189,4,1,multi-block
vhid_HA1,RD/5828/77 vs VI/7/87,RD/5828/77,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,RD/8179/77 vs BE/353/89,RD/8179/77,BE/353/89,4,144;156;158;189,4,1,multi-block
vhid_HA1,RD/8179/77 vs VI/7/87,RD/8179/77,VI/7/87,4,144;156;158;189,4,1,multi-block
vhid_HA1,SA/15/94 vs LY/1149/91,SA/15/94,LY/1149/91,4,156;158;189;289,4,1,multi-block
vhid_HA1,SA/25/94 vs LY/1149/91,SA/25/94,LY/1149/91,4,156;158;189;289,4,1,multi-block
vhid_HA1,SH/11/87 vs PC/1/73,SH/11/87,PC/1/73,4,144;156;158;189,4,1,multi-block
vhid_HA1,SI/2/87 vs AU/10/97,SI/2/87,AU/10/97,4,144;156;158;189,4,1,multi-block
vhid_HA1,ST/10/85 vs BI/21793/72,ST/10/85,BI/21793/72,4,144;156;158;189,4,1,multi-block
vhid_HA1,ST/10/85 vs BI/5930/74,ST/10/85,BI/5930/74,4,144;156;158;189,4,1,multi-block
vhid_HA1,VI/2/90 vs AM/1609/77,VI/2/90,AM/1609/77,4,144;156;158;189,4,1,multi-block
vhid_HA1,VI/2/90 vs BI/21793/72,VI/2/90,BI/21793/72,4,144;156;158;189,4,1,multi-block
vhid_HA1,VI/2/90 vs BI/5930/74,VI/2/90,BI/5930/74,4,144;156;158;189,4,1,multi-block
vhid_HA1,WE/4/85 vs HK/1/68,WE/4/85,HK/1/68,4,144;156;158;189,4,1,multi-block
vhid_HA1,AK/4/93 vs FI/338/95,AK/4/93,FI/338/95,0,,0,1,no-driver-difference
vhid_HA1,AK/4/93 vs GD/25/93,AK/4/93,GD/25/93,0,,0,1,no-driver-difference
vhid_HA1,AK/4/93 vs LY/2279/95,AK/4/93,LY/2279/95,0,,0,1,no-driver-difference
vhid_HA1,AK/4/93 vs NA/933/95,AK/4/93,NA/933/95,0,,0,1,no-driver-difference
vhid_HA1,AK/4/93 vs NL/18/94,AK/4/93,NL/18/94,0,,0,1,no-driver-difference
vhid_HA1,AK/4/93 vs SD/9/93,AK/4/93,SD/9/93,0,,0,1,no-driver-difference
vhid_HA1,AM/1609/77 vs AM/1609/77,AM/1609/77,AM/1609/77,0,,0,1,no-driver-difference
vhid_HA1,AM/4112/92 vs BE/353/89,AM/4112/92,BE/353/89,0,,0,1,no-driver-difference
vhid_HA1,AM/4112/92 vs NL/450/88,AM/4112/92,NL/450/88,0,,0,1,no-driver-difference
vhid_HA1,AM/4112/92 vs NL/620/89,AM/4112/92,NL/620/89,0,,0,1,no-driver-difference
vhid_HA1,AM/4112/92 vs SH/11/87,AM/4112/92,SH/11/87,0,,0,1,no-driver-difference
vhid_HA1,AM/4112/92 vs VI/2/90,AM/4112/92,VI/2/90,0,,0,1,no-driver-difference
vhid_HA1,AU/10/97 vs AU/10/97,AU/10/97,AU/10/97,0,,0,1,no-driver-difference
vhid_HA1,BE/352/89 vs BE/353/89,BE/352/89,BE/353/89,0,,0,1,no-driver-difference
vhid_HA1,BE/352/89 vs NL/450/88,BE/352/89,NL/450/88,0,,0,1,no-driver-difference
vhid_HA1,BE/352/89 vs NL/620/89,BE/352/89,NL/620/89,0,,0,1,no-driver-difference
vhid_HA1,BE/352/89 vs SH/11/87,BE/352/89,SH/11/87,0,,0,1,no-driver-difference
vhid_HA1,BE/352/89 vs VI/2/90,BE/352/89,VI/2/90,0,,0,1,no-driver-difference
vhid_HA1,BE/353/89 vs BE/353/89,BE/353/89,BE/353/89,0,,0,1,no-driver-difference
vhid_HA1,BE/353/89 vs NL/450/88,BE/353/89,NL/450/88,0,,0,1,no-driver-difference
vhid_HA1,BE/353/89 vs NL/620/89,BE/353/89,NL/620/89,0,,0,1,no-driver-difference
vhid_HA1,BE/353/89 vs SH/11/87,BE/353/89,SH/11/87,0,,0,1,no-driver-difference
vhid_HA1,BE/353/89 vs VI/2/90,BE/353/89,VI/2/90,0,,0,1,no-driver-difference
vhid_HA1,BE/353/89 vs VI/7/87,BE/353/89,VI/7/87,0,,0,1,no-driver-difference
vhid_HA1,BI/15793/68 vs HK/1/68,BI/15793/68,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/16190/68 vs HK/1/68,BI/16190/68,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/16398/68 vs HK/1/68,BI/16398/68,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/1761/76 vs AM/1609/77,BI/1761/76,AM/1609/77,0,,0,1,no-driver-difference
vhid_HA1,BI/17938/69 vs HK/1/68,BI/17938/69,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/21438/71 vs HK/1/68,BI/21438/71,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/21793/72 vs BI/21793/72,BI/21793/72,BI/21793/72,0,,0,1,no-driver-difference
vhid_HA1,BI/21793/72 vs BI/5930/74,BI/21793/72,BI/5930/74,0,,0,1,no-driver-difference
vhid_HA1,BI/21793/72 vs PC/1/73,BI/21793/72,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/21801/71 vs HK/1/68,BI/21801/71,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/23290/72 vs PC/1/73,BI/23290/72,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/23337/72 vs PC/1/73,BI/23337/72,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/2600/75 vs PC/1/73,BI/2600/75,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/2668/70 vs HK/1/68,BI/2668/70,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/2813/75 vs BI/21793/72,BI/2813/75,BI/21793/72,0,,0,1,no-driver-difference
vhid_HA1,BI/2813/75 vs BI/5930/74,BI/2813/75,BI/5930/74,0,,0,1,no-driver-difference
vhid_HA1,BI/2813/75 vs PC/1/73,BI/2813/75,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/3517/73 vs PC/1/73,BI/3517/73,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/3895/77 vs AM/1609/77,BI/3895/77,AM/1609/77,0,,0,1,no-driver-difference
vhid_HA1,BI/5029/76 vs AM/1609/77,BI/5029/76,AM/1609/77,0,,0,1,no-driver-difference
vhid_HA1,BI/5146/74 vs PC/1/73,BI/5146/74,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/552/73 vs PC/1/73,BI/552/73,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/5657/76 vs AM/1609/77,BI/5657/76,AM/1609/77,0,,0,1,no-driver-difference
vhid_HA1,BI/5930/74 vs BI/21793/72,BI/5930/74,BI/21793/72,0,,0,1,no-driver-difference
vhid_HA1,BI/5930/74 vs BI/5930/74,BI/5930/74,BI/5930/74,0,,0,1,no-driver-difference
vhid_HA1,BI/5930/74 vs PC/1/73,BI/5930/74,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/5931/74 vs PC/1/73,BI/5931/74,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/6022/72 vs HK/1/68,BI/6022/72,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/6449/71 vs HK/1/68,BI/6449/71,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/6545/76 vs AM/1609/77,BI/6545/76,AM/1609/77,0,,0,1,no-driver-difference
vhid_HA1,BI/7398/74 vs PC/1/73,BI/7398/74,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/748/73 vs PC/1/73,BI/748/73,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BI/808/69 vs HK/1/68,BI/808/69,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/908/69 vs HK/1/68,BI/908/69,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/93/70 vs HK/1/68,BI/93/70,HK/1/68,0,,0,1,no-driver-difference
vhid_HA1,BI/9459/74 vs PC/1/73,BI/9459/74,PC/1/73,0,,0,1,no-driver-difference
vhid_HA1,BR/8/96 vs BR/8/96,BR/8/96,BR/8/96,0,,0,1,no-driver-difference
vhid_HA1,BR/8/96 vs GD/25/93,BR/8/96,GD/25/93,0,,0,1,no-driver-difference
vhid_HA1,BR/8/96 vs GE/A9509/95,BR/8/96,GE/A9509/95,0,,0,1,no-driver-difference
vhid_HA1,BR/8/96 vs LY/2279/95,BR/8/96,LY/2279/95,0,,0,1,no-driver-difference
vhid_HA1,BR/8/96 vs NA/933/95,BR/8/96,NA/933/95,0,,0,1,no-driver-difference
vhid_HA1,BR/8/96 vs NL/18/94,BR/8/96,NL/18/94,0,,0,1,no-driver-difference
